,title,titleUrl,time,channelName,category
3520, Como gerar arquivos PDF com Node.js,https://www.youtube.com/watch?v=RFtZctuI_1Y,2020-11-19 21:51:41.038000-03:00,Victor Lima - Guia do Programador,Science & Technology
3521, Part 10 - Creating POST route / endpoint  in express,https://www.youtube.com/watch?v=C5Z8e10Uam4,2020-11-19 21:41:04.375000-03:00,SelfTuts,Education
3522, Part 8 - Query parameters in express HTTP request,https://www.youtube.com/watch?v=neMgU2GZD_0,2020-11-19 21:39:16.368000-03:00,SelfTuts,Education
3523, Part 7 - Request object in express,https://www.youtube.com/watch?v=S3PJylHxQsE,2020-11-19 21:30:56.570000-03:00,SelfTuts,Education
3524, Part 6 - Creating GET route in express,https://www.youtube.com/watch?v=9fgVqiNEW8E,2020-11-19 19:58:30.877000-03:00,SelfTuts,Education
3525, Part 5 - Routes in express,https://www.youtube.com/watch?v=g5KNlsB3ND0,2020-11-19 19:53:12.965000-03:00,SelfTuts,Education
3526, Part 4 - Creating a HTTP Server in express,https://www.youtube.com/watch?v=aLYbt7yhyAU,2020-11-19 19:46:58.560000-03:00,SelfTuts,Education
3527, Part 3 - Creating an express app instance in NodeJS,https://www.youtube.com/watch?v=MSZ_M5jmaYg,2020-11-19 19:34:25.767000-03:00,SelfTuts,Education
3528, Part 2 -  Installing Express,https://www.youtube.com/watch?v=6s8KLKaH-pA,2020-11-19 19:30:16.829000-03:00,SelfTuts,Education
3529, Part 1 -  What is express in NodeJS,https://www.youtube.com/watch?v=pyKOM1whPfM,2020-11-19 19:22:36.166000-03:00,SelfTuts,Education
3530, Node.js + Express - Tutorial - Express Project Structure & First little App,https://www.youtube.com/watch?v=bf8L9tQi_MQ,2020-11-19 19:16:06.552000-03:00,Academind,Science & Technology
3531, express-generator - Node.js & MongoDB Tips 03,https://www.youtube.com/watch?v=BQAIjFOTIvw,2020-11-19 19:06:21.591000-03:00,LuizTools,Science & Technology
3532, Install express with NPM,https://www.youtube.com/watch?v=EADZ_KSOuRI,2020-11-19 19:05:52.672000-03:00,Lars Bilde,Education
3533, Gere seu projeto em Express: Hands-on: Express-Generator,https://www.youtube.com/watch?v=EykUOF7Ah2Y,2020-11-19 19:04:28.289000-03:00,DevPleno, Film & Animation
3534, Node.js + Express - Tutorial - Setup of Express,https://www.youtube.com/watch?v=gqcBptGjHTo,2020-11-19 18:19:15.557000-03:00,Academind,Science & Technology
3535, If You're Happy and You Know It! | Barefoot Books Singalong,https://www.youtube.com/watch?v=71hqRT9U0wg,2020-11-19 16:45:07.960000-03:00,Barefoot Books,Education
3536, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-19 16:40:46.426000-03:00,Super Simple Songs - Kids Songs,Education
3537, Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,2020-11-19 15:46:44.833000-03:00,Cocomelon - Nursery Rhymes,Education
3538, Beginner Push Up Mistakes | Worst 5 Ways Beginners Do Pushups Wrong,https://www.youtube.com/watch?v=AlmCXwAtm3o,2020-11-19 12:28:25.769000-03:00,Buff Dudes Workouts,Sports
3539, Node.js + Express - Tutorial - What is Express? And why should we use it?,https://www.youtube.com/watch?v=45dAt9Gz8rE,2020-11-19 12:17:14.616000-03:00,Academind,Science & Technology
3540, Node.js - Tutorial - Routing,https://www.youtube.com/watch?v=tiMLxUKrB-g,2020-11-19 12:02:16.367000-03:00,Academind,Science & Technology
3541, Node.js - Tutorial - Rendering HTML as Response,https://www.youtube.com/watch?v=p5eCYKiZN-4,2020-11-19 11:53:35.638000-03:00,Academind,Science & Technology
3542, Node.js - Tutorial - My IDE,https://www.youtube.com/watch?v=ioxgbkxIGwE,2020-11-19 11:52:50.884000-03:00,Academind,Science & Technology
3543, Node.js - Tutorial - JavaScript Modules & Anonymous Functions,https://www.youtube.com/watch?v=NemVc0_pnzM,2020-11-19 11:42:27.276000-03:00,Academind,Science & Technology
3544, Node.js - Tutorial - First Application,https://www.youtube.com/watch?v=JH4qVqplC8E,2020-11-19 11:36:28.883000-03:00,Academind,Science & Technology
3545, Node.js - Tutorial - Introduction,https://www.youtube.com/watch?v=65a5QQ3ZR2g,2020-11-19 11:30:31.561000-03:00,Academind,Science & Technology
3546, Node.js + Express - Tutorial - GET and POST Requests,https://www.youtube.com/watch?v=Sb8xyCa2p7A,2020-11-19 11:26:24.438000-03:00,Academind,Science & Technology
3547, Lofi Brasil Rádio Mix | 2 Horas de Lofi Hip Hop BR [brazil songs playlist],https://www.youtube.com/watch?v=GH5v7oIL_jc,2020-11-19 06:57:22.352000-03:00,Rádio lofi BR 24H,People & Blogs
3548, lofi hip hop - brazil songs playlist,https://www.youtube.com/watch?v=ZhstyJSNKME,2020-11-19 05:49:58.093000-03:00,Hugo Caetano,Music
3549, Imersão React Live #03 - Futuro do Front-end e Análise dos Projetos,https://www.youtube.com/watch?v=ol_2pmyPzvI,2020-11-18 23:25:54.226000-03:00,Alura Cursos Online,Entertainment
3550, Christmas Songs for Children | CoComelon,https://www.youtube.com/watch?v=UcWc_0Dt01c,2020-11-18 14:23:28.146000-03:00,Cocomelon - Nursery Rhymes,Education
3551, The Shape Song #2 | Super Simple Songs,https://www.youtube.com/watch?v=03pyY9C2Pm8,2020-11-18 14:19:31.841000-03:00,Super Simple Songs - Kids Songs,Education
3552, The Shape Song #1 | Super Simple Songs,https://www.youtube.com/watch?v=TJhfl5vdxp4,2020-11-18 14:14:15.491000-03:00,Super Simple Songs - Kids Songs,Education
3553, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-18 14:12:51.008000-03:00,Super Simple Songs - Kids Songs,Education
3554," UM DIA INTEIRO COMIGO REALZÃO ✌🏼 academia, refeições e bastidores do trabalho | Vanessa Lino",https://www.youtube.com/watch?v=TT9fb7ZdLsM,2020-11-18 12:45:11.345000-03:00,Vanessa Lino,People & Blogs
3555, LISTA para BLACK FRIDAY 2020! Os CELULARES CUSTO BENEFÍCIO para VOCÊ FICAR de OLHO!,https://www.youtube.com/watch?v=_OypH2OiDNA,2020-11-18 11:24:02.133000-03:00,Be!Tech,Science & Technology
3556, Xiaomi cria promoção que dá 90% de desconto em produtos selecionados,https://www.youtube.com/watch?v=_2i3qM_Mx2k,2020-11-18 07:54:00.980000-03:00,Olhar Digital,Science & Technology
3557, XIAOMI é o futuro,https://www.youtube.com/watch?v=Dn6N0i0WbKg,2020-11-17 21:38:33.164000-03:00,Atila Iamarino,Science & Technology
3558, Vlog Conciliando Home Office + Maternidade l Gabi Ferreira,https://www.youtube.com/watch?v=DnmSyhecLiU,2020-11-17 21:37:11.751000-03:00,Gabi Ferreira,People & Blogs
3559, Amando nossa nova rotina! Vem passar o dia com a gente! 👩🏼‍🤝‍👨🏻👶🏻 ❤️,https://www.youtube.com/watch?v=0Z5YAkWLcqw,2020-11-17 21:11:38.596000-03:00,Gabi Ferreira,People & Blogs
3560," Atividades com o Lorenzo, vitaminas e +! l Gabi Ferreira",https://www.youtube.com/watch?v=OvevmdmrlD8,2020-11-17 20:48:24.955000-03:00,Gabi Ferreira,People & Blogs
3561, Vendemos todos os nossos móveis ✨ MAQUIA E FALA | Vanessa Lino,https://www.youtube.com/watch?v=XIiHb-e7Lss,2020-11-17 20:34:08.808000-03:00,Vanessa Lino,People & Blogs
3562, Head Shoulders Knees & Toes (Speeding Up) | Nursery Rhyme | Super Simple Songs,https://www.youtube.com/watch?v=WX8HmogNyCY,2020-11-17 14:43:07.807000-03:00,Super Simple Songs - Kids Songs,Education
3563, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-17 14:33:15.453000-03:00,Super Simple Songs - Kids Songs,Education
3564, Head Shoulders Knees And Toes (2019) | Noodle & Pals | Super Simple Songs,https://www.youtube.com/watch?v=RuqvGiZi0qg,2020-11-17 14:00:12.921000-03:00,Super Simple Songs - Kids Songs,Education
3565, COVAS X BOULOS: ASSISTA AO PRIMEIRO DEBATE DO SEGUNDO TURNO DE SÃO PAULO,https://www.youtube.com/watch?v=siKOGXsupuM,2020-11-17 11:42:36.970000-03:00,CNN Brasil,People & Blogs
3566, Vamos na IKEA? Comprando móveis e decor pro escritório + Playstation 5 chegou + aleatoriedades,https://www.youtube.com/watch?v=geZK_y3Mg9M,2020-11-16 21:52:46.322000-03:00,Paula no Canadá,Travel & Events
3567, FIZ UMA SURPRESA DE ANIVERSÁRIO PARA O MEU MARIDO 🎈 | Vanessa Lino,https://www.youtube.com/watch?v=mtEf_VnBi4I,2020-11-16 12:48:07.511000-03:00,Vanessa Lino,People & Blogs
3568," VLOG VIAGEM, EP 3 - PASSEIO DE KAYAK, MUITA NEBLINA E FRUTOS DO MAR!",https://www.youtube.com/watch?v=ReD39ZkzWD0,2020-11-16 09:20:22.633000-03:00,Natasha Salvucci,Travel & Events
3569, Leite de Coco Caseiro,https://www.youtube.com/watch?v=4eUGVDcngW8,2020-11-16 08:42:36.351000-03:00,Presunto Vegetariano,Howto & Style
3570, COMO FAZER LEITE DE COCO EM CASA,https://www.youtube.com/watch?v=WobbmJX0Yuo,2020-11-16 08:40:22.930000-03:00,Flavia Machioni, Film & Animation
3571," VLOG DO FINAL DE SEMANA - NOITE COM OS AMIGOS, PIZZA E TRABALHO NA HEINEKEN EXPERIENCE!",https://www.youtube.com/watch?v=3WBkPUbOfj8,2020-11-15 22:20:57.933000-03:00,Natasha Salvucci,Travel & Events
3572, PROVANDO LOOKS da SHEIN! ESSA COMPRA ME SURPREENDEU MUITO 😱,https://www.youtube.com/watch?v=akeHPSayr4g,2020-11-15 22:20:06.421000-03:00,Gabe Zanqui,People & Blogs
3573, ADEUS INSTAX! Imprima suas fotos com essa IMPRESSORA incrível da XIAOMI!,https://www.youtube.com/watch?v=giE-5GXgH9w,2020-11-15 20:22:05.796000-03:00,Gabriel de Pinho,Entertainment
3574," RENOVEI MEU GUARDA-ROUPA (GASTEI MAIS DE R$1.000,00 NO SITE DA CHINA) ♥ - Bruna Paula",https://www.youtube.com/watch?v=PlknAGzvV6g,2020-11-15 19:23:45.226000-03:00,Bruna Paula,Entertainment
3575," COMPRINHAS DA SHEIN (DECORAÇÃO, ACESSÓRIOS E ROUPAS) ♥ - Bruna Paula",https://www.youtube.com/watch?v=HrTquMzuBkw,2020-11-15 19:10:25.648000-03:00,Bruna Paula,Entertainment
3576, COMPREI NA SHEIN! vale a pena?,https://www.youtube.com/watch?v=oRc13KK3xkM,2020-11-15 19:03:57.823000-03:00,Yasmin Scorse,People & Blogs
3577, Black Friday ou Black Fraude? VAMOS CONVERSAR UM POUCO! Teremos XIAOMI em PROMOÇÃO?,https://www.youtube.com/watch?v=7Nj2avIgrTs,2020-11-15 18:31:23.616000-03:00,Gesiel Taveira,Science & Technology
3578," VLOG DE VIAGEM, EP 2 - AULA DE HISTÓRIA EM HUELVA, PRAIA MAIS BONITA DE LAGOS E NOITE DE DRINKS!",https://www.youtube.com/watch?v=9aOcpMMgCU0,2020-11-15 17:46:30.088000-03:00,Natasha Salvucci,Travel & Events
3579, COMO FAZEMOS NOSSA FEIRA DE TODA SEMANA | DRIVE THRU DE ORGÂNICOS | TNM Vegg,https://www.youtube.com/watch?v=Q3qYGolMQNw,2020-11-15 17:14:05.587000-03:00,TÁ NA MESA VEGG,People & Blogs
3580, What Happens When Only President Obama Has an Umbrella?,https://www.youtube.com/watch?v=0g9L4sOPHFE,2020-11-15 17:13:10.992000-03:00,ABC News,News & Politics
3581, ☀ STUDIO VLOG 48 ☀ How I Procrastinate / Doing Everything Besides Work,https://www.youtube.com/watch?v=cnKvipUp_hY,2020-11-15 15:55:19.683000-03:00,apple.cheeks,People & Blogs
3582, COZINHANDO COM A MINHA SOGRA HOLANDESA | TORTA DE MAÇÃ E HUTSPOT - COMIDA TÍPICA DA HOLANDA! 🇳🇱,https://www.youtube.com/watch?v=AMSKiEpvUAQ,2020-11-15 15:21:29.506000-03:00,Natasha Salvucci,Travel & Events
3583, Day in the life of a Software Engineer and Tech Consultant,https://www.youtube.com/watch?v=nJy0pbCbeGM,2020-11-14 23:30:24.640000-03:00,Tiff In Tech,People & Blogs
3584, Salada trigo em grão | Drica na Cozinha | EP#229,https://www.youtube.com/watch?v=ldiJDzPEXtk,2020-11-14 10:32:12.988000-03:00,Drica na Cozinha,Howto & Style
3585, Salada de Grãos de Trigo (Especial de Natal),https://www.youtube.com/watch?v=ay4a_t3qe0Y,2020-11-14 10:29:59.085000-03:00,Presunto Vegetariano,Howto & Style
3586," EVERYTHING YOU WANT TO KNOW | quarantine, apartment updates, how we are REALLY doing",https://www.youtube.com/watch?v=kDav4-Y4bho,2020-11-13 21:34:26.079000-03:00,Kylie Ross,People & Blogs
3587," FIZ DRENAGEM LINFÁTICA PELA PRIMEIRA VEZ, VOU DAR AULA DE DANÇA ONLINE, RECEBIDOS E JANTA COM AMIGOS",https://www.youtube.com/watch?v=JSKekihYMag,2020-11-13 21:21:46.551000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3588, UNBOXING IPHONE 12 PRO MAX e COMPARATIVO IPHONE 12 PRO: qual é melhor? | Vanessa Lino,https://www.youtube.com/watch?v=O83f7w8AR_I,2020-11-13 21:13:26.200000-03:00,Vanessa Lino,People & Blogs
3589, 10 MIN AB WORKOUT // No Equipment | Pamela Reif,https://www.youtube.com/watch?v=AnYl6Nk9GOA,2020-11-13 10:31:11.887000-03:00,Pamela Reif,Sports
3590, The Tara Reade interview: accusing Joe Biden of sexual assault | 60 Minutes Australia,https://www.youtube.com/watch?v=OOti0PJlJ7A,2020-11-12 22:52:06.891000-03:00,60 Minutes Australia,News & Politics
3591, Joe Biden’s mixed legacy on sexual misconduct,https://www.youtube.com/watch?v=DfpWL7IFAQ4,2020-11-12 22:51:40.891000-03:00,Washington Post,News & Politics
3592, Is Joe Biden's Touchiness Out Of Touch? Revisit His Mock Swear-Ins | NBC News,https://www.youtube.com/watch?v=DAUOurZIVfI,2020-11-12 22:46:30.961000-03:00,NBC News,News & Politics
3593, S-A-N-T-A | Super Simple Songs,https://www.youtube.com/watch?v=mGAYzlqj-aE,2020-11-12 16:44:13.758000-03:00,Super Simple Songs - Kids Songs,Education
3594, Jingle Bells | Super Simple Songs,https://www.youtube.com/watch?v=eQ34DSTjsLQ,2020-11-12 16:41:10.270000-03:00,Super Simple Songs - Kids Songs,Education
3595, If You're Happy and You Know It! | Barefoot Books Singalong,https://www.youtube.com/watch?v=71hqRT9U0wg,2020-11-12 16:35:28.676000-03:00,Barefoot Books,Education
3596, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-12 16:33:25.318000-03:00,Super Simple Songs - Kids Songs,Education
3597, Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,2020-11-12 15:34:54.165000-03:00,Cocomelon - Nursery Rhymes,Education
3598, Days of the Week Song | The Singing Walrus,https://www.youtube.com/watch?v=mXMofxtDPUQ,2020-11-12 15:34:41.742000-03:00,The Singing Walrus - English Songs For Kids,Education
3599, Não acredito que eu era assim 😫 REAGINDO AOS 50 FATOS DE 2015 | Vanessa Lino,https://www.youtube.com/watch?v=FsF3SJjAehQ,2020-11-12 13:04:34.503000-03:00,Vanessa Lino,People & Blogs
3600," MINHA PRIMEIRA PARCERIA PAGA, AULA DE DANÇA ONLINE, PANQUECA DE BANANA E O TRABALHO DO MEU MARIDO",https://www.youtube.com/watch?v=kB2VG1Fu6Sg,2020-11-12 11:10:23.666000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3601, Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,2020-11-11 14:16:20.552000-03:00,Cocomelon - Nursery Rhymes,Education
3602, Faxina para os novos moradores do apartamento 💦 | Vanessa Lino,https://www.youtube.com/watch?v=fUom5Ik9uYs,2020-11-11 12:54:33.662000-03:00,Vanessa Lino,People & Blogs
3603, A Day at the Circus for Kids | Learn & Fun for Kids | Cartoon for Children,https://www.youtube.com/watch?v=XrOBFUxARvU,2020-11-10 17:25:00.261000-03:00,Learn & Fun for Kids,Education
3604, Escola Cresce - Creche 2 - 11/11,https://www.youtube.com/watch?v=eIITEpRLRRk,2020-11-10 17:21:57.472000-03:00,Gabriela Turquetti,People & Blogs
3605, Playing on the Playground - Toys Vocabulary Chant by ELF Learning,https://www.youtube.com/watch?v=G3C426qfzsM,2020-11-10 17:21:31.449000-03:00,ELF Kids Videos,Education
3606, Happy Birthday song,https://www.youtube.com/watch?v=_z-1fTlSDF0,2020-11-10 15:06:54.801000-03:00,infobells,Education
3607, Happy Birthday Song | The Singing Walrus,https://www.youtube.com/watch?v=II3bhXfarqo,2020-11-10 15:06:28.433000-03:00,The Singing Walrus - English Songs For Kids,Education
3608, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-10 14:34:00.179000-03:00,Super Simple Songs - Kids Songs,Education
3609, Days of the Week Song | The Singing Walrus,https://www.youtube.com/watch?v=mXMofxtDPUQ,2020-11-10 13:47:49.128000-03:00,The Singing Walrus - English Songs For Kids,Education
3610, daqui pra frente vai ser assim 😥 VLOG | Vanessa Lino,https://www.youtube.com/watch?v=IUyFxPm_dJg,2020-11-10 12:02:55.901000-03:00,Vanessa Lino,People & Blogs
3611, The Pussycat Dolls - Don't Cha (Official Music Video) ft. Busta Rhymes,https://www.youtube.com/watch?v=YNSxNsr4wmA,2020-11-09 22:02:26.831000-03:00,ThePussycatDollsVEVO,Music
3612, The Black Eyed Peas - Pump It (Official Music Video),https://www.youtube.com/watch?v=ZaI2IlHwmgQ,2020-11-09 21:58:39.635000-03:00,BlackEyedPeasVEVO,Music
3613, The Black Eyed Peas - My Humps,https://www.youtube.com/watch?v=iEe_eraFWWs,2020-11-09 21:54:43.102000-03:00,BlackEyedPeasVEVO,Music
3614, Shakira - Hips Don't Lie ft. Wyclef Jean,https://www.youtube.com/watch?v=DUT5rEU6pqM,2020-11-09 21:51:18.252000-03:00,shakiraVEVO,Music
3615, Britney Spears - Toxic (Official HD Video),https://www.youtube.com/watch?v=LOZuxwVk7TU,2020-11-09 21:48:25.623000-03:00,BritneySpearsVEVO,Music
3616, Gwen Stefani - Hollaback Girl (Dirty Version),https://www.youtube.com/watch?v=gZHjRQjbHrE,2020-11-09 21:44:50.154000-03:00,GwenStefaniVEVO,Music
3617, Gwen Stefani - The Sweet Escape (Closed Captioned) ft. Akon,https://www.youtube.com/watch?v=O0lf_fE3HwA,2020-11-09 21:40:34.690000-03:00,GwenStefaniVEVO,Music
3618, Maroon 5 - This Love (Closed Captioned),https://www.youtube.com/watch?v=XPpTgCho5ZA,2020-11-09 21:35:45.294000-03:00,Maroon5VEVO,Music
3619, Sean Kingston - Beautiful Girls,https://www.youtube.com/watch?v=MrTz5xjmso4,2020-11-09 21:34:11.450000-03:00,seankingstonVEVO,Music
3620, Miley Cyrus - 7 Things (Official Music Video),https://www.youtube.com/watch?v=Hr0Wv5DJhuk,2020-11-09 21:31:24.022000-03:00,HollywoodRecordsVEVO,Music
3621, Avril Lavigne - Girlfriend,https://www.youtube.com/watch?v=Bg59q4puhmg,2020-11-09 21:27:08.290000-03:00,AvrilLavigneVEVO,Music
3622," Vanessa Hudgens, Zac Efron - Gotta Go My Own Way (From ""High School Musical 2""/Sing-Along)",https://www.youtube.com/watch?v=cG-dCOM33nQ,2020-11-09 21:26:03.752000-03:00,DisneyMusicVEVO,Music
3623, Miley Cyrus - Party In The U.S.A. (Official Video),https://www.youtube.com/watch?v=M11SvDtPBhA,2020-11-09 21:22:05.476000-03:00,HollywoodRecordsVEVO,Music
3624, Teen Beach Movie - Chanson : That's how we do,https://www.youtube.com/watch?v=KeEn5y-xrUQ,2020-11-09 21:19:02.332000-03:00,Disney Channel FR, Film & Animation
3625, Work This Out | High School Musical 2 | Disney Channel,https://www.youtube.com/watch?v=EWmbvAiHZVk,2020-11-09 21:15:52.794000-03:00,Disney Channel,Entertainment
3626, Start of Something New | High School Musical | Disney Channel,https://www.youtube.com/watch?v=gP8xwlUbzE4,2020-11-09 21:12:24.013000-03:00,Disney Channel,Entertainment
3627, High School Musical | Breaking free - Music Video - Disney Channel Italia,https://www.youtube.com/watch?v=FD_kf7A4XgY,2020-11-09 21:08:57.819000-03:00,DisneyChannelIT,Entertainment
3628, Camp Rock - This Is Me - Music Video - Disney Channel Italia,https://www.youtube.com/watch?v=IT5_decuk0E,2020-11-09 21:05:56.805000-03:00,DisneyChannelIT,Music
3629, PORTUGUÊS FLUENTE,https://www.youtube.com/watch?v=BOtg6dGTnLc,2020-11-09 14:32:03.025000-03:00,Porta dos Fundos,Entertainment
3630, Fullstack Master Do Zero ao Avançado em 3 Meses DevPleno Curso FullStack Master,https://www.youtube.com/watch?v=_QDYirD7gbs,2020-11-09 14:01:14.593000-03:00,Cursos Net Online,People & Blogs
3631, #NossosAlunos Fullstack Master - Marcos Antônio,https://www.youtube.com/watch?v=3qvVLwBfKsM,2020-11-09 13:59:26.985000-03:00,DevPleno,Education
3632, JÁ TEMOS CASA NO BRASIL! ✨ Perguntas & Respostas | Vanessa Lino,https://www.youtube.com/watch?v=glHXKfHB-bE,2020-11-09 12:46:39.345000-03:00,Vanessa Lino,People & Blogs
3633, Present Perfect Tense: Simple or Continuous? - Basic English Grammar,https://www.youtube.com/watch?v=_ZR2POcCBDc,2020-11-09 11:56:49.009000-03:00,Learn English with EnglishClass101.com,Education
3634," FAVORITOS de Outubro! Shampoo, café, pijama... | Lu Ferreira | Chata de Galocha",https://www.youtube.com/watch?v=P4byOtK_FQI,2020-11-09 11:15:07.841000-03:00,Lu Ferreira,Howto & Style
3635," Como refogar legumes - Rita, Help! Me ensina a cozinhar! | Com Rita Lobo",https://www.youtube.com/watch?v=gIeJRFP73II,2020-11-09 11:04:33.222000-03:00,Panelinha,People & Blogs
3636, ALIMENTAÇÃO DO MEU BEBÊ VIA GASTROSTOMIA / INTESTINO PRESO E AGORA ??,https://www.youtube.com/watch?v=H97dK_r_7ZY,2020-11-09 09:06:26.737000-03:00,Ju Lima,People & Blogs
3637, ROTINA DA MANHÃ E CONVERSA SÉRIA | PRECISO CONTAR UMA COISA PRA VOCÊS....,https://www.youtube.com/watch?v=7kNnI2AZHKE,2020-11-09 08:52:25.024000-03:00,Natasha Salvucci,Travel & Events
3638," Desk Setups for Programmers in 2020 | Coding, Productivity, Creative Work",https://www.youtube.com/watch?v=dCmGBOgSjtg,2020-11-09 08:18:06.608000-03:00,mayuko,People & Blogs
3639," Personal Branding: LinkedIn, Networking e mais! #WoMakersCode #ElasFazemTecnologia",https://www.youtube.com/watch?v=luAigWeoYgk,2020-11-08 21:55:47.801000-03:00,WoMakersCode,Entertainment
3640," ☀ STUDIO VLOG 47 ☀ Waking Up Early To Be Productive, How I Make Stickers, My Health, & more!",https://www.youtube.com/watch?v=Vssp0DJCyhw,2020-11-08 21:00:13.733000-03:00,apple.cheeks,People & Blogs
3641, React JS - MELHOR GUIA para Iniciantes! (2020),https://www.youtube.com/watch?v=Ws9WVHhNq5M,2020-11-08 20:24:51.878000-03:00,Programador a Bordo,People & Blogs
3642, I don't want to hide anything | an update...,https://www.youtube.com/watch?v=4y_h61t1LbQ,2020-11-08 16:05:43.163000-03:00,Kylie Ross,People & Blogs
3643, Italian Chef Reacts to Popular CARBONARA VIDEOS,https://www.youtube.com/watch?v=AcMbsBDROnQ,2020-11-08 13:11:12.920000-03:00,Vincenzo's Plate,Entertainment
3644, The fake 'kitchen hacks' with billions of views - BBC,https://www.youtube.com/watch?v=GLoujya7ibw,2020-11-08 11:59:05.996000-03:00,BBC,Entertainment
3645," Billie Eilish: Same Interview, One Year Apart | Vanity Fair",https://www.youtube.com/watch?v=Cm0MGnuRnH0,2020-11-08 11:57:52.677000-03:00,Vanity Fair,Entertainment
3646," UNHA ENCRAVANDO.   "" Mas era só um farelinho..."" RELAX",https://www.youtube.com/watch?v=h_ZsWo3QUXw,2020-11-08 11:56:40.347000-03:00,Nagel Podologia,People & Blogs
3647," TREINANDO EM CASA, PREPARANDO O ALMOÇO, COLOQUEI OS QUADROS NA PAREDE e muito mais ♥ - Bruna Paula",https://www.youtube.com/watch?v=Zo_nOFQicvs,2020-11-08 11:44:06.080000-03:00,Bruna Paula,Entertainment
3648, SHOOTING DA MARCA (minha make + backstage) & TUDO PRONTO PRO LANÇAMENTO! Parte 02 | Lorrine vlog,https://www.youtube.com/watch?v=M9w4VwuJvZ0,2020-11-08 11:34:16.803000-03:00,Lorrine Vlog,Entertainment
3649," CASA COM MUITAS PLANTAS, CACHORROS E AMOR POR TODOS OS LADOS - UMA FLORESTA COMO DECORAÇÃO",https://www.youtube.com/watch?v=F0vwa6cx4KQ,2020-11-08 11:30:28.346000-03:00,Life by Lufe,People & Blogs
3650, PÃO DE BATATA COM 4 INGREDIENTES | Receitas Internéticas | Mohamad Hindi,https://www.youtube.com/watch?v=roKJcIbxNOc,2020-11-08 11:24:07.607000-03:00,Mohamad Hindi,Entertainment
3651," ORGANIZANDO A CASA, TREINO NA ACADEMIA, CASA DA MINHA MÃE E ENCOMENDEI COMIDA!",https://www.youtube.com/watch?v=KENTh0-1fc4,2020-11-07 22:45:59.700000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3652, Relationship Therapists Review Ross and Rachel's Relationship in 'Friends' | Vanity Fair,https://www.youtube.com/watch?v=u82AUmVTauo,2020-11-07 22:27:39.905000-03:00,Vanity Fair,Entertainment
3653, 2 ANOS no CANADÁ: o que mudou? É realmente tudo o que eu esperava? Vamos conversar...,https://www.youtube.com/watch?v=DzP5gl7CkM4,2020-11-07 22:26:45.292000-03:00,Paula no Canadá,Travel & Events
3654, CONTANDO PRO JU QUE ESTOU GRÁVIDA! l Gabi Ferreira,https://www.youtube.com/watch?v=k4UPHp24YdU,2020-11-07 22:11:48.023000-03:00,Gabi Ferreira,People & Blogs
3655, ⚠️ CUIDADO com os Treinos da Pamela Reif ⚠️ | Saúde na Rotina,https://www.youtube.com/watch?v=FOhf-sPmR8I,2020-11-06 22:52:23.711000-03:00,Saúde na Rotina com Diego e Dafne,Howto & Style
3656, Escolhi as roupas que vou levar para o Brasil 😱 | Vanessa Lino,https://www.youtube.com/watch?v=UKBsQMuTrus,2020-11-06 22:24:38.096000-03:00,Vanessa Lino,People & Blogs
3657, SOPA DE FEIJÃO COM MACARRÃO | Cook'n Enjoy #442,https://www.youtube.com/watch?v=1okQHFkRGxU,2020-11-05 19:30:37.961000-03:00,Cook'n Enjoy,Howto & Style
3658, Happy Birthday Song | The Singing Walrus,https://www.youtube.com/watch?v=II3bhXfarqo,2020-11-05 16:42:52.418000-03:00,The Singing Walrus - English Songs For Kids,Education
3659, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-05 16:41:00.174000-03:00,Super Simple Songs - Kids Songs,Education
3660, Goodbye To YOU! - Super FUN and FAST Goodbye Song by ELF Learning,https://www.youtube.com/watch?v=STMl4yjPpoM,2020-11-05 16:31:51.048000-03:00,ELF Kids Videos,Education
3661, Yes Yes Playground Song | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=KTOwPz-zMWY,2020-11-05 16:25:23.829000-03:00,Cocomelon - Nursery Rhymes,Education
3662, Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,https://www.youtube.com/watch?v=XqZsoesa55w,2020-11-05 16:16:24.059000-03:00,Pinkfong Baby Shark - Kids' Songs & Stories,Education
